HOF_status,PA,HR,R,RBI,AVG,OBP,SLG,wRC+,Off,WAR
0,5255,8,572,365,0.247,0.325,0.313,89,-69.7,12.8
0,5386,13,529,637,0.27,0.304,0.353,97,-19.4,12.8
0,5419,18,637,722,0.273,0.316,0.346,84,-140.4,12.8
0,5698,82,609,542,0.271,0.308,0.387,86,-84.6,12.8
0,5476,219,606,721,0.258,0.301,0.432,104,21.0,12.7
0,5596,15,547,564,0.265,0.292,0.339,90,-62.1,12.7
0,3558,87,361,406,0.262,0.329,0.411,88,-71.5,12.6
0,4069,71,405,415,0.264,0.35,0.391,100,-10.4,12.6
0,4243,75,523,391,0.262,0.339,0.387,100,0.1,12.6
0,3798,82,311,381,0.236,0.292,0.35,75,-108.3,12.5
0,4736,123,596,528,0.262,0.335,0.419,103,11.3,12.5
0,4872,59,731,353,0.288,0.342,0.392,104,61.2,12.5
0,4962,74,663,446,0.27,0.324,0.382,95,-23.7,12.5
0,4993,165,632,630,0.277,0.326,0.448,97,-31.0,12.5
0,5253,171,648,683,0.292,0.351,0.475,112,55.4,12.5
0,5398,21,640,353,0.258,0.327,0.341,85,-106.0,12.5
0,3753,122,500,399,0.247,0.35,0.44,105,27.4,12.4
0,4004,56,337,331,0.236,0.296,0.334,82,-85.4,12.4
0,4271,124,377,583,0.269,0.318,0.423,90,-52.7,12.4
0,4382,94,533,419,0.274,0.323,0.41,107,33.5,12.4
0,4742,40,627,343,0.282,0.348,0.379,92,-55.2,12.4
0,5089,168,623,603,0.252,0.312,0.418,86,-107.0,12.4
0,5339,61,565,426,0.265,0.306,0.366,75,-161.4,12.4
0,3538,87,327,452,0.255,0.297,0.387,86,-64.2,12.3
0,4614,31,650,631,0.254,0.288,0.337,89,-88.4,12.3
0,4706,169,518,603,0.259,0.316,0.429,104,3.2,12.3
0,4976,43,706,496,0.292,0.359,0.402,96,-38.9,12.3
0,6024,265,770,899,0.262,0.356,0.477,115,96.6,12.3
0,6362,102,651,766,0.291,0.333,0.409,107,40.0,12.3
0,3938,136,483,469,0.28,0.323,0.476,110,47.4,12.2
0,4209,12,467,277,0.276,0.325,0.35,98,-2.7,12.2
0,5456,75,717,408,0.306,0.339,0.416,106,39.2,12.2
0,5766,144,580,740,0.262,0.316,0.398,88,-89.8,12.2
0,6038,108,704,717,0.27,0.319,0.403,98,-19.4,12.2
0,3762,115,510,610,0.298,0.375,0.478,112,69.5,12.1
0,4014,17,539,374,0.282,0.337,0.367,101,24.8,12.1
0,4039,40,487,486,0.269,0.36,0.377,103,21.6,12.1
0,4259,134,503,530,0.257,0.308,0.42,94,-13.0,12.1
0,4959,221,625,718,0.251,0.299,0.453,90,-78.8,12.1
0,4969,44,618,482,0.284,0.35,0.388,95,-45.0,12.1
0,5120,251,629,824,0.262,0.339,0.485,109,42.5,12.1
0,5295,39,678,690,0.28,0.318,0.379,92,-47.2,12.1
0,6458,130,733,745,0.278,0.334,0.412,107,42.1,12.1
0,3825,5,631,272,0.235,0.307,0.282,87,-32.2,12.0
0,4292,84,562,457,0.291,0.357,0.445,108,41.5,12.0
0,4486,4,560,295,0.238,0.322,0.295,82,-100.6,12.0
0,4490,119,561,522,0.279,0.323,0.425,92,-49.7,12.0
0,5012,27,671,735,0.279,0.332,0.364,87,-118.8,12.0
0,3579,36,453,582,0.325,0.368,0.459,111,39.2,11.9
0,4664,86,572,497,0.265,0.314,0.382,96,-19.1,11.9
0,5011,76,620,418,0.264,0.354,0.377,110,60.4,11.9
0,6590,114,836,563,0.279,0.342,0.391,96,-33.7,11.9
0,7073,206,865,942,0.281,0.33,0.445,101,3.8,11.9
0,3548,103,412,415,0.261,0.32,0.421,93,-27.3,11.8
0,3555,129,413,491,0.274,0.319,0.454,109,29.6,11.8
0,3591,166,464,516,0.264,0.327,0.476,119,71.5,11.8
0,4586,86,462,469,0.252,0.3,0.367,86,-80.0,11.8
0,4590,146,498,618,0.254,0.322,0.424,107,29.3,11.8
0,4717,18,614,303,0.273,0.318,0.339,100,6.9,11.8
0,5441,47,620,454,0.268,0.325,0.356,86,-88.1,11.8
0,3626,28,485,214,0.27,0.369,0.355,107,32.0,11.7
0,3695,112,371,435,0.26,0.305,0.419,97,-16.4,11.7
0,4206,105,457,428,0.244,0.327,0.38,91,-47.4,11.7
0,4771,18,632,302,0.287,0.362,0.364,98,-15.0,11.7
0,5451,139,683,684,0.291,0.359,0.443,110,65.4,11.7
0,5570,138,756,631,0.267,0.368,0.417,107,41.9,11.7
0,4298,71,453,442,0.256,0.326,0.376,96,-25.9,11.6
0,5970,28,849,346,0.264,0.324,0.345,86,-22.6,11.6
0,6329,255,752,882,0.26,0.336,0.462,110,47.2,11.6
0,3708,10,482,240,0.275,0.349,0.339,100,-2.4,11.5
0,3840,18,497,412,0.253,0.305,0.342,95,-47.3,11.5
0,4533,37,591,303,0.269,0.34,0.368,90,-53.8,11.5
0,4607,62,637,387,0.262,0.311,0.379,86,-12.8,11.5
0,4650,101,648,461,0.264,0.349,0.396,98,-14.4,11.5
0,5477,117,641,500,0.248,0.298,0.377,89,-65.1,11.5
0,5938,21,731,308,0.258,0.329,0.327,81,-135.7,11.5
0,3627,66,404,509,0.29,0.346,0.438,102,6.3,11.4
0,3651,109,469,392,0.231,0.33,0.383,98,2.8,11.4
0,4101,5,372,376,0.251,0.303,0.312,83,-59.1,11.4
0,4391,52,492,477,0.29,0.341,0.404,101,12.1,11.4
0,5159,144,457,711,0.274,0.307,0.411,85,-163.0,11.4
0,4253,67,511,383,0.264,0.326,0.383,95,-22.7,11.3
0,4729,166,536,641,0.258,0.3,0.438,102,10.9,11.3
0,5025,53,386,543,0.265,0.328,0.351,87,-81.9,11.3
0,5528,137,623,536,0.243,0.302,0.391,78,-166.3,11.3
0,3526,73,490,420,0.288,0.347,0.443,105,37.2,11.2
0,3531,109,482,396,0.258,0.32,0.439,94,-0.8,11.2
0,4158,6,652,350,0.236,0.323,0.29,77,-142.1,11.2
0,4162,18,538,236,0.286,0.319,0.36,88,-11.2,11.2
0,4310,137,549,522,0.249,0.332,0.43,99,7.9,11.2
0,3695,110,420,462,0.248,0.338,0.399,104,19.4,11.1
0,3908,148,433,530,0.27,0.321,0.446,116,62.9,11.1
0,4028,119,369,384,0.203,0.277,0.343,69,-174.9,11.1
0,5316,32,555,559,0.281,0.312,0.378,95,-46.2,11.1
0,3571,18,335,367,0.261,0.33,0.334,86,-69.7,11.0
0,3723,195,456,566,0.227,0.287,0.459,95,-21.2,11.0
0,3804,221,506,590,0.242,0.314,0.491,117,63.1,11.0
0,4190,15,295,345,0.236,0.295,0.312,84,-92.2,11.0
0,4918,31,788,564,0.257,0.277,0.35,92,-56.4,11.0
0,4963,7,605,329,0.275,0.327,0.328,83,-91.6,11.0
0,5513,275,734,849,0.251,0.324,0.472,104,28.9,11.0
0,6977,198,812,893,0.276,0.335,0.427,107,42.8,11.0
0,4034,95,429,426,0.243,0.347,0.373,103,8.2,10.9
0,4363,228,506,743,0.264,0.316,0.489,116,82.2,10.9
0,4409,114,533,469,0.255,0.293,0.405,86,-53.7,10.9
0,4431,25,536,404,0.232,0.258,0.338,84,-107.3,10.9
0,5151,79,610,476,0.274,0.327,0.379,96,-27.3,10.9
0,5630,295,707,780,0.233,0.315,0.459,105,25.2,10.9
0,6243,298,794,871,0.236,0.328,0.453,103,15.0,10.9
0,3882,107,420,415,0.252,0.31,0.399,94,-39.5,10.8
0,4238,109,436,426,0.246,0.292,0.387,80,-99.7,10.8
0,4317,134,462,505,0.241,0.306,0.407,92,-46.0,10.8
0,4424,178,541,568,0.23,0.288,0.422,85,-74.7,10.8
0,4499,118,571,431,0.252,0.29,0.4,77,-88.9,10.8
0,3500,146,413,423,0.229,0.294,0.416,92,-43.7,10.7
0,3918,30,744,410,0.279,0.352,0.378,96,-8.1,10.7
0,4640,7,550,474,0.287,0.333,0.364,100,-8.2,10.7
0,6573,61,598,571,0.263,0.316,0.345,81,-153.8,10.7
0,3590,110,410,384,0.237,0.315,0.411,98,-8.9,10.6
0,4033,186,528,586,0.271,0.321,0.482,110,57.7,10.6
0,4078,80,453,422,0.265,0.329,0.392,104,7.4,10.6
0,4085,96,462,422,0.251,0.318,0.375,96,-20.4,10.6
0,4152,130,515,470,0.236,0.305,0.403,91,-37.0,10.6
0,5221,12,503,397,0.252,0.327,0.309,94,-44.3,10.6
0,5385,16,484,494,0.263,0.316,0.337,74,-209.4,10.6
0,7000,84,789,729,0.27,0.334,0.377,91,-83.3,10.6
0,3685,66,441,316,0.258,0.353,0.369,107,23.4,10.5
0,4346,77,417,366,0.242,0.314,0.343,87,-63.0,10.5
0,4662,125,584,487,0.245,0.333,0.398,101,6.3,10.5
0,4831,37,564,479,0.273,0.336,0.362,93,-38.4,10.5
0,4863,42,480,377,0.256,0.291,0.345,78,-126.6,10.4
0,5801,151,645,675,0.266,0.347,0.429,105,15.0,10.4
0,3707,23,431,288,0.271,0.351,0.351,97,-19.7,10.3
0,3759,15,392,402,0.231,0.285,0.304,79,-129.0,10.3
0,4305,9,497,308,0.257,0.319,0.32,97,1.6,10.3
0,4315,57,378,366,0.254,0.292,0.347,79,-107.2,10.3
0,4582,121,598,566,0.27,0.324,0.427,109,42.1,10.3
0,6640,60,550,461,0.224,0.28,0.3,64,-270.8,10.3
0,3737,101,521,333,0.247,0.332,0.41,99,35.2,10.2
0,3801,109,427,388,0.232,0.288,0.379,78,-85.3,10.2
0,4355,169,567,583,0.261,0.298,0.449,97,-3.3,10.2
0,4677,206,546,655,0.246,0.31,0.448,104,14.2,10.2
0,3740,9,500,286,0.272,0.334,0.332,99,5.3,10.1
0,3916,68,459,428,0.28,0.352,0.413,114,56.3,10.1
0,4041,23,440,451,0.269,0.313,0.361,95,-34.3,10.1
0,4094,100,538,494,0.268,0.34,0.412,96,-28.7,10.1
0,4784,58,525,481,0.271,0.349,0.383,98,-8.1,10.1
0,5476,144,614,723,0.266,0.312,0.411,101,12.9,10.1
0,4282,59,553,333,0.277,0.315,0.38,78,-101.7,10.0
0,4333,126,519,555,0.263,0.326,0.425,93,-26.8,10.0
0,4551,84,554,440,0.271,0.324,0.401,83,-92.6,10.0
0,4686,125,625,528,0.256,0.339,0.423,96,-21.9,10.0
0,4777,18,720,543,0.259,0.281,0.322,89,-75.2,10.0
0,3984,111,421,373,0.247,0.302,0.39,98,-18.1,9.9
0,3988,116,510,441,0.253,0.337,0.403,109,39.6,9.9
0,4136,104,473,598,0.27,0.322,0.418,97,-28.1,9.9
0,4666,42,458,344,0.265,0.323,0.356,84,-88.6,9.9
0,4863,3,638,284,0.266,0.357,0.327,96,-36.9,9.9
0,9933,37,1357,842,0.296,0.34,0.375,87,-203.2,9.9
0,3739,98,441,471,0.278,0.325,0.434,106,30.1,9.8
0,4008,83,503,422,0.256,0.328,0.402,96,-12.2,9.8
0,4314,37,532,341,0.283,0.348,0.373,100,3.4,9.8
0,4380,31,729,423,0.251,0.32,0.329,95,-29.0,9.8
0,5253,32,580,621,0.284,0.336,0.37,80,-127.9,9.8
0,5290,90,633,532,0.275,0.322,0.403,88,-84.0,9.8
0,5616,46,587,439,0.246,0.324,0.341,83,-125.2,9.8
0,5800,11,878,318,0.27,0.343,0.314,81,-91.1,9.8
0,4043,187,470,604,0.26,0.32,0.471,109,27.6,9.7
0,4056,31,378,333,0.249,0.312,0.328,75,-119.7,9.7
0,4864,90,600,439,0.264,0.333,0.391,91,-46.8,9.7
0,5451,52,589,619,0.28,0.328,0.382,101,-4.9,9.7
0,6073,45,610,438,0.268,0.307,0.347,83,-120.0,9.7
0,6619,245,706,923,0.244,0.31,0.42,102,10.6,9.7
0,3833,18,418,314,0.278,0.337,0.347,88,-53.5,9.6
0,3845,37,477,388,0.271,0.341,0.37,93,-30.9,9.6
0,4504,59,393,436,0.245,0.301,0.343,78,-123.2,9.6
0,4614,47,551,422,0.26,0.346,0.369,90,-61.0,9.6
0,4785,66,491,519,0.276,0.316,0.377,99,-12.0,9.6
0,5029,200,588,723,0.272,0.33,0.465,111,45.5,9.6
0,7036,22,747,709,0.264,0.306,0.364,89,-105.3,9.6
0,3734,9,590,371,0.267,0.314,0.353,108,42.7,9.5
0,3933,11,617,342,0.248,0.297,0.309,92,-50.2,9.5
0,5055,107,647,545,0.289,0.348,0.435,99,-14.2,9.5
0,3728,35,467,276,0.268,0.336,0.375,101,-8.6,9.4
0,4009,85,411,424,0.238,0.327,0.363,95,-28.5,9.4
0,4012,102,404,454,0.265,0.324,0.394,103,9.8,9.4
0,4181,80,422,454,0.261,0.321,0.389,96,-22.3,9.4
0,4314,7,493,380,0.227,0.258,0.288,79,-146.1,9.4
0,4346,42,563,312,0.281,0.339,0.379,89,-21.2,9.4
0,4723,90,545,536,0.274,0.357,0.392,112,58.7,9.4
0,4877,106,538,527,0.273,0.362,0.41,104,19.4,9.4
0,3763,192,454,510,0.236,0.298,0.461,103,2.0,9.3
0,3847,104,440,472,0.274,0.333,0.432,102,6.7,9.3
0,3904,69,469,389,0.273,0.308,0.4,95,-5.2,9.3
0,3992,65,518,408,0.279,0.335,0.405,96,-20.6,9.3
0,4302,60,480,486,0.279,0.352,0.395,98,-16.4,9.3
0,6248,157,667,690,0.245,0.29,0.395,76,-198.2,9.3
0,3928,153,507,542,0.269,0.329,0.463,100,-16.7,9.2
0,4436,189,573,668,0.264,0.329,0.468,102,6.6,9.2
0,3721,35,357,285,0.252,0.333,0.341,89,-48.0,9.1
0,4258,71,477,431,0.246,0.296,0.367,82,-97.7,9.1
0,6304,60,753,596,0.277,0.308,0.37,92,-58.3,9.1
0,4655,48,541,438,0.262,0.314,0.35,82,-99.3,9.0
0,5193,21,595,324,0.254,0.323,0.326,76,-134.5,9.0
0,4052,15,428,397,0.279,0.334,0.346,97,-9.9,8.9
0,4253,141,449,502,0.23,0.345,0.406,100,-20.9,8.9
0,4680,24,528,373,0.285,0.344,0.374,97,-17.7,8.9
0,5135,32,597,351,0.268,0.338,0.359,87,-80.0,8.9
0,5563,24,655,656,0.258,0.295,0.327,70,-253.8,8.9
0,5572,22,685,360,0.283,0.318,0.345,83,-108.2,8.9
0,6856,274,934,1141,0.299,0.336,0.499,104,34.7,8.9
0,3521,160,419,473,0.237,0.314,0.452,107,22.5,8.8
0,3674,125,450,440,0.248,0.308,0.436,92,-36.3,8.8
0,3688,5,393,253,0.24,0.315,0.286,83,-39.4,8.8
0,3823,73,357,351,0.239,0.314,0.357,89,-48.2,8.8
0,4312,79,342,441,0.237,0.312,0.356,78,-118.0,8.8
0,4413,119,517,549,0.255,0.329,0.419,95,-36.8,8.8
0,4465,86,494,503,0.282,0.325,0.415,103,7.2,8.8
0,4504,91,522,479,0.268,0.317,0.4,99,-0.3,8.8
0,4765,47,623,501,0.3,0.336,0.41,91,-48.1,8.8
0,5382,170,648,699,0.274,0.358,0.452,112,51.1,8.8
0,3737,9,433,385,0.235,0.254,0.299,80,-127.4,8.7
0,3844,66,422,405,0.271,0.36,0.405,102,-7.3,8.7
0,3882,148,443,509,0.24,0.304,0.422,96,-13.1,8.7
0,3934,101,482,343,0.255,0.322,0.397,94,-0.7,8.7
0,4095,16,555,488,0.267,0.33,0.344,84,-93.3,8.7
0,5357,213,584,740,0.265,0.327,0.453,110,10.0,8.7
0,3570,67,284,387,0.247,0.32,0.369,78,-123.4,8.6
0,4081,66,470,351,0.262,0.318,0.38,85,-78.0,8.6
0,4483,36,456,408,0.261,0.319,0.355,90,-64.8,8.6
0,5318,92,550,525,0.228,0.295,0.344,74,-179.2,8.6
0,3832,9,465,319,0.279,0.326,0.352,85,-65.7,8.5
0,4561,93,524,431,0.242,0.345,0.374,102,14.4,8.5
0,4948,78,550,525,0.288,0.326,0.392,103,17.6,8.4
0,3870,164,446,529,0.262,0.332,0.46,111,48.4,8.3
0,6596,21,937,769,0.272,0.325,0.348,86,-155.5,8.3
0,4213,29,598,532,0.261,0.287,0.355,86,-95.2,8.2
0,4232,15,481,380,0.252,0.299,0.319,86,-57.8,8.2
0,4289,4,341,336,0.251,0.294,0.303,90,-44.6,8.2
0,4544,140,487,598,0.25,0.288,0.41,78,-147.3,8.2
0,5785,62,727,467,0.271,0.307,0.383,78,-152.8,8.2
0,3545,11,423,334,0.258,0.326,0.333,92,-40.7,8.1
0,3807,12,469,343,0.292,0.333,0.362,92,-31.6,8.1
0,4298,140,496,524,0.263,0.316,0.417,98,-15.9,8.1
0,4418,127,547,591,0.274,0.332,0.448,97,-30.2,8.1
0,4654,27,607,342,0.25,0.323,0.322,76,-140.0,8.1
0,5481,37,699,386,0.252,0.306,0.343,78,-112.0,8.1
0,3698,102,320,476,0.247,0.299,0.391,79,-97.4,8.0
0,3879,22,411,261,0.264,0.317,0.331,76,-115.7,8.0
0,3956,52,391,369,0.265,0.329,0.364,91,-66.2,8.0
0,4352,144,536,606,0.258,0.324,0.438,95,-33.5,8.0
0,3545,21,394,211,0.227,0.317,0.297,78,-99.7,7.9
0,5037,38,553,480,0.265,0.322,0.359,86,-77.8,7.9
0,5333,34,414,477,0.269,0.3,0.342,78,-142.8,7.9
0,8530,14,899,527,0.252,0.314,0.312,72,-281.9,7.9
0,3547,4,374,292,0.249,0.315,0.3,83,-62.2,7.8
0,3996,72,543,509,0.307,0.341,0.446,98,-13.9,7.8
0,4167,89,434,415,0.245,0.294,0.379,71,-131.6,7.8
0,5879,42,665,571,0.28,0.317,0.372,81,-154.3,7.8
0,4149,38,357,469,0.27,0.341,0.358,82,-103.6,7.7
0,4265,7,338,377,0.245,0.288,0.308,73,-150.3,7.7
0,5780,19,713,738,0.263,0.307,0.336,80,-159.1,7.7
0,3540,71,389,307,0.244,0.326,0.369,93,-27.5,7.6
0,3610,11,442,394,0.273,0.311,0.352,94,-20.2,7.6
0,3615,17,446,257,0.281,0.341,0.35,86,-62.5,7.6
0,4034,61,507,456,0.276,0.357,0.405,102,3.8,7.6
0,4427,27,488,322,0.257,0.321,0.335,87,-70.8,7.6
0,6179,78,722,506,0.257,0.296,0.355,78,-157.0,7.6
0,3571,114,377,367,0.226,0.31,0.394,93,-45.4,7.5
0,3753,87,461,391,0.259,0.329,0.394,92,-40.1,7.5
0,4688,132,664,485,0.276,0.339,0.444,102,17.2,7.5
0,3694,14,563,361,0.263,0.3,0.345,106,34.2,7.4
0,3784,115,429,432,0.254,0.305,0.418,93,-29.0,7.4
0,4009,162,495,526,0.242,0.333,0.436,106,43.7,7.4
0,4124,36,490,323,0.283,0.309,0.371,83,-74.1,7.4
0,4251,32,439,482,0.282,0.332,0.379,93,-49.6,7.4
0,4875,13,767,495,0.267,0.314,0.34,102,19.3,7.4
0,6276,150,736,668,0.269,0.296,0.416,85,-104.9,7.4
0,8198,15,1020,823,0.261,0.311,0.317,80,-214.9,7.4
0,3531,123,397,405,0.236,0.314,0.416,100,2.9,7.3
0,3675,83,503,599,0.289,0.334,0.449,94,-34.4,7.3
0,3871,47,331,254,0.233,0.3,0.313,77,-99.8,7.3
0,4375,94,438,455,0.261,0.293,0.381,86,-69.9,7.3
0,4436,42,598,533,0.311,0.362,0.417,97,-27.9,7.3
0,4168,14,409,303,0.25,0.303,0.309,72,-136.0,7.2
0,4536,186,527,618,0.251,0.318,0.446,100,-12.0,7.2
0,3758,5,399,277,0.249,0.3,0.295,79,-84.0,7.1
0,3788,66,324,421,0.262,0.305,0.377,75,-114.7,7.1
0,5487,108,528,669,0.284,0.336,0.41,103,-5.6,7.1
0,6163,143,594,730,0.255,0.314,0.388,89,-98.4,7.1
0,6414,25,604,620,0.253,0.308,0.337,82,-140.1,7.1
0,3566,61,311,323,0.25,0.334,0.361,80,-90.1,7.0
0,3664,32,349,270,0.246,0.317,0.324,71,-135.3,7.0
0,4032,28,444,355,0.258,0.292,0.341,65,-189.1,7.0
0,4233,115,476,488,0.256,0.337,0.408,94,-37.3,7.0
0,4396,75,484,404,0.246,0.309,0.362,94,-28.1,7.0
0,4575,134,568,620,0.276,0.318,0.437,103,12.4,7.0
0,3898,6,302,252,0.217,0.293,0.259,58,-190.2,6.9
0,4419,218,532,629,0.249,0.302,0.459,106,15.8,6.9
0,5095,156,618,667,0.27,0.317,0.441,96,-35.5,6.8
0,3743,118,471,492,0.269,0.367,0.442,113,58.8,6.7
0,4521,152,478,704,0.27,0.326,0.432,98,-6.0,6.7
0,6407,139,645,802,0.275,0.327,0.402,99,-16.3,6.7
0,6871,54,714,593,0.263,0.306,0.337,83,-139.9,6.7
0,3999,90,404,431,0.247,0.319,0.37,88,-63.8,6.6
0,5832,56,664,458,0.257,0.317,0.341,84,-106.4,6.6
0,3562,17,415,245,0.266,0.304,0.331,71,-120.8,6.5
0,3581,156,387,470,0.239,0.334,0.448,116,52.4,6.5
0,3824,6,348,303,0.249,0.303,0.297,78,-126.0,6.5
0,3835,122,480,540,0.274,0.344,0.448,103,8.3,6.5
0,3787,132,425,539,0.274,0.323,0.443,102,-24.1,6.3
0,4014,42,488,319,0.271,0.325,0.363,95,-24.4,6.3
0,5686,147,592,728,0.29,0.354,0.441,114,16.0,6.3
0,5783,34,643,390,0.266,0.299,0.335,78,-153.2,6.3
0,6630,13,730,446,0.258,0.295,0.318,73,-212.8,6.3
0,7334,29,891,794,0.261,0.302,0.327,78,-255.0,6.3
0,3697,15,418,297,0.269,0.323,0.345,83,-65.6,6.2
0,3993,145,435,490,0.24,0.275,0.417,78,-117.5,6.2
0,4001,6,475,349,0.223,0.285,0.269,76,-164.5,6.2
0,4603,28,572,443,0.279,0.316,0.367,81,-129.0,6.2
0,4842,67,578,443,0.259,0.334,0.363,89,-74.2,6.1
0,6573,25,576,501,0.251,0.283,0.309,62,-286.9,6.1
0,4072,14,338,378,0.255,0.318,0.322,77,-112.4,6.0
0,3890,166,454,565,0.257,0.34,0.457,106,24.3,5.9
0,4750,196,505,570,0.229,0.322,0.419,103,-18.9,5.9
0,5160,13,558,282,0.245,0.29,0.288,69,-161.0,5.9
0,5997,118,536,614,0.261,0.316,0.377,95,-39.9,5.9
0,3508,63,392,371,0.265,0.314,0.391,82,-69.5,5.8
0,3589,76,414,434,0.269,0.334,0.403,100,-1.5,5.8
0,3730,106,405,428,0.255,0.327,0.397,99,0.8,5.8
0,3873,98,398,424,0.263,0.32,0.422,87,-79.2,5.6
0,4535,36,454,422,0.267,0.315,0.35,71,-174.8,5.6
0,5661,160,626,698,0.261,0.303,0.416,88,-98.6,5.6
0,3619,11,337,342,0.221,0.295,0.29,75,-116.1,5.5
0,3782,80,420,351,0.237,0.3,0.367,80,-90.3,5.5
0,3807,25,450,272,0.29,0.342,0.389,93,-32.5,5.5
0,4375,70,442,464,0.269,0.293,0.388,75,-159.2,5.4
0,5082,121,511,674,0.279,0.335,0.411,102,2.1,5.4
0,4471,20,494,493,0.265,0.318,0.344,71,-196.4,5.3
0,5268,43,585,370,0.249,0.317,0.332,85,-96.4,5.3
0,5827,24,575,567,0.247,0.299,0.32,66,-264.2,5.3
0,3659,25,500,241,0.264,0.313,0.346,73,-104.1,5.2
0,3675,2,409,219,0.286,0.329,0.342,87,-61.7,5.2
0,3753,28,423,368,0.276,0.326,0.374,79,-128.5,5.2
0,3955,47,476,373,0.261,0.322,0.367,90,-50.4,5.2
0,4084,38,359,403,0.263,0.332,0.348,74,-143.8,5.2
0,4414,12,619,469,0.253,0.322,0.311,78,-149.3,5.2
0,4465,10,516,391,0.267,0.321,0.33,94,-35.4,5.2
0,4714,57,559,405,0.273,0.324,0.374,92,-52.1,5.2
0,3537,90,345,347,0.239,0.292,0.369,75,-109.4,5.1
0,4392,41,504,394,0.264,0.314,0.361,77,-114.3,5.1
0,5918,36,633,480,0.27,0.318,0.346,76,-192.9,5.1
0,3779,140,416,426,0.238,0.323,0.425,105,16.5,5.0
0,4009,134,389,491,0.234,0.301,0.398,85,-87.2,5.0
0,3548,13,429,359,0.245,0.314,0.32,89,-75.6,4.8
0,4089,92,421,480,0.262,0.292,0.395,82,-112.7,4.8
0,3773,100,391,426,0.259,0.332,0.404,102,-10.5,4.7
0,4869,82,592,633,0.274,0.318,0.392,80,-157.0,4.7
0,4224,31,473,497,0.275,0.339,0.367,82,-120.7,4.6
0,4506,82,470,569,0.261,0.329,0.383,93,-49.9,4.6
0,4587,152,506,558,0.247,0.318,0.419,90,-65.5,4.6
0,4393,99,446,479,0.25,0.31,0.384,80,-119.5,4.4
0,5296,36,728,405,0.293,0.342,0.383,98,-14.4,4.3
0,3637,2,326,297,0.249,0.335,0.283,77,-115.4,4.2
0,3825,35,360,286,0.243,0.31,0.338,72,-126.4,4.1
0,4029,15,433,417,0.238,0.297,0.303,75,-139.2,4.1
0,4795,38,544,471,0.281,0.356,0.373,87,-100.3,4.1
0,3796,80,406,544,0.267,0.328,0.408,96,-22.3,4.0
0,3717,64,425,333,0.257,0.3,0.369,80,-90.4,3.9
0,4315,24,636,284,0.268,0.332,0.339,74,-118.0,3.9
0,5509,31,562,555,0.262,0.311,0.36,73,-210.0,3.9
0,3648,13,343,392,0.251,0.287,0.314,78,-108.1,3.8
0,3719,28,498,327,0.276,0.336,0.37,86,-74.0,3.8
0,4015,30,329,409,0.259,0.319,0.352,75,-144.9,3.8
0,4270,14,478,381,0.263,0.319,0.351,88,-58.6,3.8
0,4279,30,624,294,0.277,0.348,0.369,93,-41.9,3.8
0,3564,62,348,356,0.255,0.297,0.358,77,-95.9,3.5
0,4032,52,387,372,0.25,0.298,0.344,78,-106.4,3.5
0,5408,146,541,599,0.25,0.307,0.387,94,-39.7,3.5
0,3573,130,364,467,0.244,0.293,0.414,85,-79.5,3.4
0,3981,21,363,378,0.213,0.254,0.281,66,-154.1,3.4
0,4287,67,353,443,0.239,0.293,0.344,62,-227.0,3.4
0,4752,54,586,399,0.264,0.312,0.364,86,-68.3,3.4
0,4001,9,368,324,0.254,0.295,0.316,68,-147.0,3.3
0,3889,41,356,271,0.237,0.292,0.327,70,-145.5,3.2
0,5079,68,366,548,0.26,0.29,0.359,76,-141.0,3.2
0,4738,122,587,566,0.273,0.33,0.428,95,-32.1,3.1
0,3585,81,250,375,0.23,0.271,0.35,71,-117.8,3.0
0,3816,108,463,490,0.284,0.321,0.44,94,-38.9,3.0
0,3640,80,319,395,0.252,0.29,0.377,71,-149.4,2.9
0,4244,29,466,393,0.271,0.305,0.353,77,-128.4,2.9
0,6418,214,748,887,0.27,0.321,0.44,98,-52.0,2.9
0,3818,135,413,495,0.247,0.29,0.42,88,-56.2,2.7
0,4364,47,454,512,0.282,0.345,0.379,100,-5.6,2.7
0,4679,17,441,312,0.254,0.293,0.322,61,-232.2,2.7
0,4998,87,619,491,0.267,0.3,0.388,86,-73.4,2.7
0,3560,58,401,382,0.258,0.299,0.374,70,-143.2,2.6
0,3607,38,348,375,0.28,0.313,0.377,87,-56.6,2.6
0,3643,21,474,525,0.274,0.307,0.365,79,-129.5,2.6
0,3759,69,437,373,0.286,0.324,0.413,92,-37.3,2.6
0,4949,169,558,594,0.261,0.323,0.435,98,-36.6,2.6
0,3659,36,390,296,0.254,0.305,0.343,82,-75.5,2.5
0,3784,136,396,480,0.235,0.284,0.407,76,-135.7,2.5
0,3788,62,347,451,0.248,0.292,0.358,73,-138.0,2.5
0,4399,2,503,214,0.255,0.301,0.313,73,-119.0,2.4
0,3593,91,353,352,0.235,0.29,0.372,76,-107.2,2.3
0,6097,7,710,520,0.259,0.328,0.327,80,-166.0,2.3
0,3983,26,398,344,0.252,0.316,0.328,86,-64.3,2.2
0,4577,39,586,391,0.256,0.308,0.362,82,-99.1,2.2
0,5887,53,562,484,0.261,0.295,0.342,75,-176.5,2.2
0,4676,5,453,254,0.231,0.291,0.293,68,-167.0,2.1
0,5083,12,790,411,0.239,0.306,0.294,84,-120.8,2.1
0,6041,20,653,696,0.259,0.323,0.341,72,-259.2,2.1
